name,title,url_link,online
TIMES NOW,"Germany Coup Live : 3000 Cops Conduct Raids Over Anti-Govt Coup Plan, Several Arrested | World News",https://www.youtube.com//watch?v=MKrhWy_YUlo,
MBCNEWS,28골 쏟아졌다..16강 경기 H/L[카타르NOW] (mbc뉴스 2022. 12. 07),https://www.youtube.com//watch?v=y7l93zCSLwY,실시간
TIMES NOW,Ukraine War Update Live : Russian Soldier Saves Lives By Driving Burning Ammunition Truck,https://www.youtube.com//watch?v=fxaAd3QESF0,
TIMES NOW,"Putin Vs Zelenskyy War Live: Ukraine Attacks Russian Airfields, Targets Long-Range Strategic Bombers",https://www.youtube.com//watch?v=i57vUOfjvdQ,
연합뉴스TV,[이슈한판] “업무개시명령에 시멘트 화물차주 60% 현장 복귀”…추가 명령 임박  / 연합뉴스TV (YonhapnewsTV),https://www.youtube.com//watch?v=NxUd0wrjPKQ,
연합뉴스TV,"[이슈한판] 내년 한국경제 1% 성장도 위태하다는데…美, 내년 공격적 금리 인상할 듯 / 연합뉴스TV (YonhapnewsTV)",https://www.youtube.com//watch?v=mKZlQ5Ni4ms,
Law&Crime Network,Watch Live: Border Patrol Serial Killer Trial - TX v. Juan David Ortiz - Day 8,https://www.youtube.com//watch?v=L2elQpBIwis,
TIMES NOW,Ukraine War Live: Suspicious Packages Reach 15 Countries Amid Russia's 'Campaign Of Terror',https://www.youtube.com//watch?v=szZqqkaiJFg,
TIMES NOW,Turkey News Live: Oil Tanker Traffic Jam Forms In Turkey After Russian Price Cap,https://www.youtube.com//watch?v=D6-o1fDpwpQ,
WION,Russia-Ukraine war live: US reacts to strikes inside Russia as third Russian airbase attacked | WION,https://www.youtube.com//watch?v=W113yYcMcvw,
Law&Crime Network,Live Q&A: Idaho Student Murders - On The Ground in Moscow with Angenette Levy,https://www.youtube.com//watch?v=nyR3ZQLEfAg,
TIMES NOW,Ukraine War Live : Zelenskyy Visits Troops Near Front Line After Putin Drives Across Crimea Bridge,https://www.youtube.com//watch?v=TpP-whC3H7U,
TIMES NOW,Russia War Update Live : Putin Drives Mercedes Across Crimea Bridge Damaged During Ukraine War,https://www.youtube.com//watch?v=6bBfTdLwiw8,
CNN-News18,Senator Tred Cruz Accuses US President Joe Biden Of Corruption | USA News | English News Live,https://www.youtube.com//watch?v=qKmA8gaLAoA,
KBS News,"[LIVE] 언제, 어디서나 KBS NEWS D",https://www.youtube.com//watch?v=TnByeBRsWZ8,실시간
KBS 1라디오,[KBS 1라디오] 실시간 스트리밍,https://www.youtube.com//watch?v=xEj_MYtZw7E,실시간
