name,title,url_link,online
MBCNEWS,"""브라질 잡자"" 선수들 자신감 충전..역대전적 열세에 ""축구는 모른다"" [카타르NOW] (mbc뉴스 2022년 12월4일)",https://www.youtube.com//watch?v=5zDYOLJ4MkY,실시간
MBCNEWS,"피파랭킹 1위, 선수 몸값만 1.5조..국대 16강전 상대 브라질 전력은? [카타르NOW] (MBC뉴스 2022년 12월 4일)",https://www.youtube.com//watch?v=SGCNj_eyHQM,실시간
Overwatch League,[Co-Stream] Overwatch Collegiate Homecoming Fall 2022 | Finals,https://www.youtube.com//watch?v=Y2lhwhR7YFQ,
CNN-News18,Apple Gives Big Blow To China | Apple Plans To Shift Production Out Of China | China News Live,https://www.youtube.com//watch?v=ENlqy1R3Vd0,
CNN-News18,Russian President Vladimir Putin Is Open To Talks And Diplomacy On Ukraine | Russia Vs Ukraine War,https://www.youtube.com//watch?v=Jd2kjgojIZ8,
TIMES NOW,Russia Ukraine War Live | Russian Prez Vladimir Putin Reportedly Soiled Himself After Falling Down,https://www.youtube.com//watch?v=GaSZ5gCA5CE,
NTV Kenya,NTV Kenya Livestream | November 2022,https://www.youtube.com//watch?v=MuyJqt6_2Jw,실시간
CNN-News18,Kari Lake Alleges Cheating In Midterm Elections 2022 | USA News Today | English News Live,https://www.youtube.com//watch?v=LV1JAacQx0o,
Peppa Pig - Official Channel,🔴 Giant Peppa Pig and George Pig! LIVE FULL EPISODES 24 Hour Livestream!,https://www.youtube.com//watch?v=kWy4PMihYok,
Peppa Pig - Official Channel,🔴 Peppa Pig Tales 🐷 BRAND NEW Peppa Pig Full Episodes 🐷 LIVE 24/7 Official Stream 🐷 Updated Weekly!,https://www.youtube.com//watch?v=WiEpEBrz0Wc,
CNN-News18,Zelensky Says Cap On Russian Oil Insufficient | Russia Vs Ukraine War Update | English News Live,https://www.youtube.com//watch?v=iZVw5jy8M90,
몽키비지엠 MONKEYBGM,"🥂고급진 분위기에 어울리는 재즈플레이리스트💕 l 𝐋𝐎𝐔𝐍𝐆𝐄 𝐉𝐀𝐙𝐙 l Positive Jazz Piano Music for Restaurant, Cafe, Store",https://www.youtube.com//watch?v=D4h_DY9PxCo,
Super Simple Songs - Kids Songs,🔴 Super Simple Songs Holiday Livestream 🎁🎅🎄| Kids Christmas Songs | Super Simple Songs,https://www.youtube.com//watch?v=lU5aLNfEo3k,
몽키비지엠 MONKEYBGM,☃️ 아름다운 오스트리아에 재즈가 내려요💛 l 𝐖𝐈𝐍𝐓𝐄𝐑 𝐉𝐀𝐙𝐙 l Relaxing Jazz Piano Music for Good Mood💓,https://www.youtube.com//watch?v=tK-ZIEQEXMY,
ChuChu TV Nursery Rhymes & Kids Songs,Happy Birthday Song + More Toddler Videos & Nursery Rhymes for Babies by ChuChu TV LIVE,https://www.youtube.com//watch?v=SlkrzreoRM0,
USGS,"Mauna Loa Eruption, HI - USGS live stream",https://www.youtube.com//watch?v=SnjGqn1K9ZQ,
My Little Pony Official,🔴 My Little Pony 💛 LIVE 💛My Little Pony Equestria Girls Episodes,https://www.youtube.com//watch?v=y0DU5PvEufk,
Starry Sky,Aquarium 4K VIDEO (ULTRA HD) - Beautiful Coral Reef Fish - Sleep Relaxing Meditation Music,https://www.youtube.com//watch?v=H0QsBVfPIEQ,실시간
